,count,mean,std,min,25%,50%,75%,max
Anon,377.0,152.10610079575596,2085.5664033435223,0.0,0.0,0.0,0.0,28672.0
File,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kernel_stack,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagetables,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percpu,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sock,377.0,-543.2360742705571,9852.182845396277,-184320.0,0.0,0.0,0.0,8192.0
Shmem,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_mapped,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_dirty,377.0,-65.18832891246684,1075.1120026124233,-20480.0,0.0,0.0,0.0,0.0
File_writeback,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swapcached,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anon_thp,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
File_thp,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shmem_thp,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_anon,377.0,173.83554376657824,1357.8481350978097,0.0,0.0,0.0,0.0,16384.0
Active_anon,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inactive_file,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active_file,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unevictable,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slab_reclaimable,377.0,6.36604774535809,1791.799821323588,-8400.0,0.0,0.0,0.0,22080.0
Slab_unreclaimable,377.0,558.9602122015915,25047.24712144579,-69568.0,-16632.0,0.0,17424.0,73088.0
Slab,377.0,565.3262599469496,25086.96250666518,-70408.0,-16632.0,0.0,17424.0,70768.0
Workingset_refault_anon,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_refault_file,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_anon,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_activate_file,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_anon,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_restore_file,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Workingset_nodereclaim,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgfault,377.0,0.03713527851458886,0.5091714851912896,0.0,0.0,0.0,0.0,7.0
Pgmajfault,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgrefill,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgscan,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgsteal,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgactivate,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pgdeactivate,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfree,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pglazyfreed,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_fault_alloc,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thp_collapse_alloc,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
